=========================================================================
                       第七章 解釋函令比對紀錄檔                         
=========================================================================

統計摘要：
  - 主檔版 (第七章_組長版.docx)：已匹配 339 筆，未匹配 105 筆
  - 新增版 (第七章(112.1開始增加).docx)：已匹配 19 筆，未匹配 9 筆
  - 合計比對成功：358 筆，合計未匹配：114 筆

比對詳細清單：
來源文件                          段落    比對結果           提取/輸入字號                            資料庫發文字號                       比對方法                預覽內容
第七章_組長版.docx                  308   未匹配 (比對不出(資料庫無此字號))工程管字第10500020020號                                                                    主旨：有關「因延長監造期間，可否降低監造人數」乙案，復如說明，請查照。...
第七章_組長版.docx                  311   匹配成功           (88)工程企字第8819603號                  (88)工程企字第8819603號函            精確字號子字串比對           貴局(經濟部標準檢驗局)委託財團法人工業技術研究院辦理度量衡國家標準實驗室計畫，...
第七章_組長版.docx                  312   匹配成功           (89)工程企字第89006006號                 (89)工程企字第89006006號函           精確字號子字串比對           有關惠普科技股份有限公司擬將與　貴府警察局簽訂之刑事鑑識中心氣相層析質譜儀之定期...
第七章_組長版.docx                  313   匹配成功           (89)工程企字第89010552號                 (89)工程企字第89010552號函           精確字號子字串比對           機關公開展示零組件供國內廠商研發製造參考，其涉及「智慧財產權」及「公平交易法」問...
第七章_組長版.docx                  314   匹配成功           (89)工程企字第89019760號                 (89)工程企字第89019760號函           精確字號子字串比對           貴公司函詢政府採購法第98條對於得標廠商僱用殘障人士及原住民人數不足需繳納代金之...
第七章_組長版.docx                  315   匹配成功           (89)工程管字第89022603號                 (89)工程管字第89022603號函           精確字號子字串比對           有關台灣區營造工程工業同業公會就實施縮短工時政策，對施工中公共工程所衍生之財物損...
第七章_組長版.docx                  316   匹配成功           工程企字第09200443680號                  工程企字第09200443680號函            精確字號子字串比對           有關來函所詢本會訂頒「工程採購契約範本」中進場材料與成品之所有權歸屬疑義，復如說...
第七章_組長版.docx                  317   匹配成功           工程企字第09300020090號                  工程企字第09300020090號函            精確字號子字串比對           各機關辦理工程採購所需土石，其承包工程廠商依「土石採取法」第三條第一項第五款及「...
第七章_組長版.docx                  318   未匹配 (比對不出(資料庫無此字號))工程管字第09300453950號                                                                    主旨： 有關 貴公所「高樹鄉火化場興建工程」發包訂約後，擬自工程結餘款增列品管費...
第七章_組長版.docx                  319   匹配成功           勞動4字第0940029644號                   勞動4字第0940029644號函             精確字號子字串比對           為配合勞工退休金條例之施行，政府機關各項委託案、採購案均應注意承辦單位是否確實為...
第七章_組長版.docx                  320   未匹配 (比對不出(資料庫無此字號))工程管字第09500163100號                                                                    主旨：有關公共工程之施工日報表、監工日報表執行疑義乙案，復如說明，請 查照。...
第七章_組長版.docx                  321   匹配成功           工程企字第09500294380號                  工程企字第09500294380號函            精確字號子字串比對           為配合「職場233減災方案」之推動，本會已將發生重大職業災害之廠商名單及品質查核...
第七章_組長版.docx                  322   未匹配 (比對不出(資料庫無此字號))工程管字第09500302010號                                                                    主旨:請依營造業法第30及31條規定，落實由營造業承攬且符合營造業法施行細則第1...
第七章_組長版.docx                  323   匹配成功           台內中營字第0950806186號                  台內中營字第0950806186號函            精確字號子字串比對           有關依營造業法第30條規定應於工地置工地主任，該工地主任是否應專任於工地疑義一案...
第七章_組長版.docx                  324   匹配成功           工程技字第09500420500號                  工程技字第09500420500號函            精確字號子字串比對           為促進公共工程營建土石方資源有效利用，重申如說明。...
第七章_組長版.docx                  325   匹配成功           工程企字第09700210890號                  工程企字第09700210890號函            精確字號子字串比對           檢送本會訂頒之「工程採購契約管理」手冊。...
第七章_組長版.docx                  326   匹配成功           工程管字第09700414450號                  工程管字第09700414450號函            精確字號子字串比對           主旨:有關主辦機關督導紀錄表應否由專任工程人員簽章疑義乙案，復如說明。...
第七章_組長版.docx                  327   匹配成功           工程企字第09800244100號                  工程企字第09800244100號函            精確字號子字串比對           關於機關評選技術服務廠商，得標廠商不宜逕行更換其工作團隊乙案，復如說明。...
第七章_組長版.docx                  328   未匹配 (比對不出(資料庫無此字號))工程管字第09800453560號                                                                    請轉知所屬(轄)工程主辦機關，督導施工廠商使用合法之工程車輛乙案，詳如說明。...
第七章_組長版.docx                  329   匹配成功           工程企字第10100274240號                  工程企字第10100274240號函            精確字號子字串比對           機關辦理勞務採購，涉及派遣勞工請假期間代理人之薪資及相關費用，復如說明。...
第七章_組長版.docx                  330   未匹配 (比對不出(資料庫無此字號))工程管字第10200279250號                                                                    主旨：為提升公共工程品質及效率，請各工程主辦機關落實執行「公共工程施工品質管理作...
第七章_組長版.docx                  331   未匹配 (比對不出(資料庫無此字號))工程管字第10200339751號                                                                    主旨:為管控全國公共工程施工品質，廠商派駐工地各類相關人員，應審核有無違約兼職，...
第七章_組長版.docx                  332   未匹配 (比對不出(資料庫無此字號))工程管字第10200355220號                                                                    主旨:為減輕工程主辦機關填報標案管理系統負擔及避免不正確資料之使用，即日起廢止工...
第七章_組長版.docx                  333   未匹配 (比對不出(資料庫無此字號))工程管字第10300350610號                                                                    主旨:為避免工程施工查核時，因部分機關認知及做法不一，造成查核作業困擾等情事，即...
第七章_組長版.docx                  334   匹配成功           工程企字第10400226560號                  工程企字第10400226560號函            精確字號子字串比對           貴會(臺灣區綜合營造工程工業同業公會)反映法定正常工時縮短，未來將凸顯工程成本增...
第七章_組長版.docx                  335   未匹配 (比對不出(資料庫無此字號))工程管字第10500201890號                                                                    主旨:為協助各機關管控所屬105年度重點防汛工程之執行及查核情形，並掌握工區可能...
第七章_組長版.docx                  336   未匹配 (比對不出(資料庫無此字號))工程管字第10500259570號                                                                    主旨:為協助各機關執行本(105)年度重點防汛工程之防災作業，本會重點防汛工程執...
第七章_組長版.docx                  337   未匹配 (比對不出(資料庫無此字號))勞職安2字第1071008862號                                                                    主旨:有關貴會(台灣區綜合營造業同業公會)對公共工程職業安全衛生人員設置之建議事...
第七章_組長版.docx                  338   未匹配 (比對不出(資料庫無此字號))工程管字第10700273010號                                                                    主旨：請各機關落實職業安全衛生相關規定，確保所屬公共工程施工安全，詳如說明，請查...
第七章_組長版.docx                  339   未匹配 (比對不出(資料庫無此字號))工程管字第1100021220號                                                                     主旨：有關貴府(連江縣政府)詢問「前瞻連江．城鎮之心建築工程」之工地主任違反兼職...
第七章_組長版.docx                  340   未匹配 (比對不出(資料庫無此字號))營授辦建字第11000706646號                                                                   主旨：有關貴府(連江縣政府)詢問「前瞻連江．城鎮之心建築工程」之工地主任違反兼職...
第七章_組長版.docx                  341   未匹配 (比對不出(資料庫無此字號))勞職授字第1100205040號                                                                     主旨：有關所詢工程竣工後職業安全衛生人員及是否仍應於工地執行職務一案，復如說明，...
第七章_組長版.docx                  342   未匹配 (比對不出(資料庫無此字號))工程管字第1110300081號                                                                     主旨：各機關辦理公共工程時，對於模板等臨時性假設工程之組立順序及結構支撐穩固應加...
第七章_組長版.docx                  343   未匹配 (比對不出(資料庫無此字號))工程管字第1110010998號                                                                     主旨：有關業界反映工程案內安全衛生人員取得職業安全衛生管理人員（乙級技術士）資格...
第七章_組長版.docx                  344   未匹配 (比對不出(資料庫無此字號))工程管字第1110006014號                                                                     主旨：為落實公共工程之職業安全衛生管理，重申各機關辦理公共工程時，有關安全衛生設...
第七章_組長版.docx                  345   未匹配 (比對不出(資料庫無此字號))工程管字第1110301016號                                                                     主旨：因應0918池上震災，各機關對於所管或興建中之公共工程遭受地震後，應即採行...
第七章_組長版.docx                  347   未匹配 (比對不出(資料庫無此字號))工程管字第09200305600號                                                                    為推動三級品質管理制度，請建立督導機制並確實執行，檢送「工程品質常見缺失案例」乙...
第七章_組長版.docx                  348   未匹配 (比對不出(資料庫無此字號))工程管字第09200375880號                                                                    主旨：有關「工程施工查核小組作業辦法」（以下簡稱本辦法）第十條規定，機關得就查核...
第七章_組長版.docx                  349   未匹配 (比對不出(資料庫無此字號))工程管字第09200468250號                                                                    有關「工程施工查核小組作業辦法」(以下簡稱本辦法)第十條規定疑義乙案，復如說明。...
第七章_組長版.docx                  350   未匹配 (比對不出(資料庫無此字號))台內營字第09300865399號                                                                    有關　臺北市政府工務局函詢○○營造有限公司承包「中和市中和橋頭設置臨時抽水站機組...
第七章_組長版.docx                  351   未匹配 (比對不出(資料庫無此字號))工程管字第09300427100號                                                                    檢附內政部營建署有關營造業法第三十五條第五款及第四十一條第一項所稱查驗工程，包括...
第七章_組長版.docx                  352   匹配成功           工程管字第09400037860號                  工程管字第09400037860號函            精確字號子字串比對           為確保公共工程品質，請於招標文件內，明訂委辦專案管理廠商、委辦監造廠商及承攬廠商...
第七章_組長版.docx                  353   未匹配 (比對不出(資料庫無此字號))工程管字第09400081220號                                                                    查核結果品質缺失懲罰性違約金機制常見問題及解答...
第七章_組長版.docx                  355   未匹配 (比對不出(資料庫無此字號))工程管字第09400188910號                                                                    為提升公共工程施工品質，本會業於「工程標案管理系統」公告查核成績列為丙等之工程一...
第七章_組長版.docx                  356   匹配成功           工程企字第09500069151號                  工程企字第09500069151號函            精確字號子字串比對           機關委託辦理技術服務，其有規劃、設計錯誤或監造不當情事，如屬承辦技師或建築師之責...
第七章_組長版.docx                  357   未匹配 (比對不出(資料庫無此字號))工程企字第09500075950號                                                                    主旨：檢送新修正之「查核委員紀錄表」及「工程施工查核小組查核紀錄」(詳附件)各乙...
第七章_組長版.docx                  358   未匹配 (比對不出(資料庫無此字號))工程管字第09500227820號                                                                    主旨:為提昇公共工程施工品質，請  貴機關工程施工查核小組加強辦理查核，詳如說明...
第七章_組長版.docx                  359   匹配成功           營署中建字第0953580498號函                 營署中建字第0953580498號函            精確字號比對              有關貴公司詢問營造業法第41條規定之「查驗」疑義乙案。...
第七章_組長版.docx                  360   未匹配 (比對不出(資料庫無此字號))工程管字第09500366270號                                                                    主旨:為加強執業技師管理，提昇公共工程施工品質，請  貴屬工程施工查核小組辦理查...
第七章_組長版.docx                  361   未匹配 (比對不出(資料庫無此字號))工程管字第09500351160號                                                                    主旨:有關工程施工查核小組作業辦法第8條改列丙等規定執行疑義乙案，復如說明。...
第七章_組長版.docx                  362   未匹配 (比對不出(資料庫無此字號))工程管字第09700062330號                                                                    主旨：為避免評核等第與缺失扣點差異分歧、比例失當，特研訂對應原則，詳如說明，請 ...
第七章_組長版.docx                  363   未匹配 (比對不出(資料庫無此字號))工程管字第09700317110號                                                                    主旨:有關函詢工程施工查核品質缺失懲罰性違約金疑義乙案，復如說明。...
第七章_組長版.docx                  364   未匹配 (比對不出(資料庫無此字號))工程管字第09900074740號                                                                    主旨:檢送「工程施工查核小組查核扣點作業流程」，並自99年3月1日起實施，請配合...
第七章_組長版.docx                  365   未匹配 (比對不出(資料庫無此字號))工程管字第 09900239280號                                                                   主旨:有關工程施工查核小組辦理工程查核作業時，是否得由外聘之專家兼任領隊乙案。...
第七章_組長版.docx                  366   匹配成功           工程管字第09900400050號                  工程管字第09900400050號函            精確字號子字串比對           為加強重大公共工程施工安全管理，避免一再發生工地災害，請督促所屬(轄)機關，落實...
第七章_組長版.docx                  367   未匹配 (比對不出(資料庫無此字號))工程管字第10100180300號                                                                    主旨:有關修訂「施工查核小組品質缺失懲罰性違約金機制」罰款額度案，如說明。...
第七章_組長版.docx                  368   未匹配 (比對不出(資料庫無此字號))工程管字第10300003040號                                                                    主旨：有關修正工程施工查核小組查核作業相關表單案，如說明，請 查照並轉知所屬配合...
第七章_組長版.docx                  369   未匹配 (比對不出(資料庫無此字號))工程管字第10500182810號                                                                    主旨:修正「工程施工查核小組不預先通知查核作業補充規定」及「工程施工查核小組處理...
第七章_組長版.docx                  370   未匹配 (比對不出(資料庫無此字號))工程管字第10500382260號                                                                    主旨:有關貴部函詢「工程施工查核小組作業辦法」第13條第1項第3款執行疑義，附如...
第七章_組長版.docx                  371   未匹配 (比對不出(資料庫無此字號))工程管字第10600174761號                                                                    主旨:有關審計部就「各級工程施工查核小組運作情形暨主管機關督導情形」審核通知所列...
第七章_組長版.docx                  372   未匹配 (比對不出(資料庫無此字號))工程管字第1070043988號                                                                     有關工程施工查核成績因試驗結果不合格列為(改列)丙等，本會公共工程標案管理系統(...
第七章_組長版.docx                  373   未匹配 (比對不出(資料庫無此字號))工程管字第1080030403號                                                                     有關貴部函詢工程施工查核小組於查核巨額工程，其工程承攬廠商應出席人員之疑義，復如...
第七章_組長版.docx                  374   未匹配 (比對不出(資料庫無此字號))工程管字第1100301094號                                                                     主旨：檢送「工程施工查核標準作業程序」及「查核委員紀錄表」(修正版)各1份，詳如...
第七章_組長版.docx                  375   未匹配 (比對不出(資料庫無此字號))工程管字第1110300207號                                                                     主旨：有關各機關執行工程施工查核業務配合辦理事項，詳如說明，請查照。...
第七章_組長版.docx                  376   未匹配 (比對不出(資料庫無此字號))工程管字第1110301166號                                                                     主旨:修正「工程施工查核小組查核品質缺失扣點紀錄表」(以下簡稱扣點表)，並自即日...
第七章_組長版.docx                  377   未匹配 (比對不出(資料庫無此字號))工程管字第1110301222號                                                                     主旨:檢送修正之「查核委員紀錄表」1份，詳如說明，請查照並轉知所屬(轄)配合辦理...
第七章_組長版.docx                  379   匹配成功           (91)工程企字第91014749號                 (91)工程企字第91014749號函           精確字號子字串比對           機關委託土木技師事務所設計監造之公共工程，其工程材料試驗單位與該事務所為同一單位...
第七章_組長版.docx                  380   未匹配 (比對不出(資料庫無此字號))(91)工程管字第91022344號                                                                   請確實依據本會「公共工程施工品質管理作業要點」規定辦理，俾提升工程品質並避免廠商...
第七章_組長版.docx                  381   匹配成功           工程管字第09100248410號                  (90)工程管字第09100248410號函        精確字號子字串比對           主旨:有關本會訂頒之「公共工程施工品質管理作業要點」(以下簡稱品管要點)第三點第...
第七章_組長版.docx                  382   未匹配 (比對不出(資料庫無此字號))工程管字第09200260600號                                                                    檢附中華民國實驗室認證體系所屬實驗室之認可證書與檢驗報告所載認可標誌之說明乙份。...
第七章_組長版.docx                  383   匹配成功           工程企字第09300131800號                  工程企字第09300131800號函            精確字號子字串比對           機關辦理採購時，如採購「商品檢驗法」所定應施以檢驗者，請注意經濟部93年3月1日...
第七章_組長版.docx                  384   未匹配 (比對不出(資料庫無此字號))工程管字第09300447240號                                                                    有關「公共工程施工品質管理作業要點」第十二點規定之檢驗或抽驗報告，應印有依標準法...
第七章_組長版.docx                  385   未匹配 (比對不出(資料庫無此字號))工程管字第09400192600號                                                                    有關擁有鋁門窗正字標記廠商之風雨實驗室所做之鋼製窗檢測報告，是否適用於公共工程疑...
第七章_組長版.docx                  386   未匹配 (比對不出(資料庫無此字號))工程管字第09400415500號                                                                    有關公共工程施工品質管理作業要點(以下簡稱品管要點)第12點之材料試驗項目疑義乙...
第七章_組長版.docx                  387   未匹配 (比對不出(資料庫無此字號))工程管字第09500055320號                                                                    有關監造人員是否需全程在場監造疑義乙案，詳如說明。...
第七章_組長版.docx                  388   未匹配 (比對不出(資料庫無此字號))工程管字第09500047660號                                                                    有關中華民國實驗室認證體系(CNLA)業務，移轉財團法人全國認證基金會(TAF)...
第七章_組長版.docx                  389   未匹配 (比對不出(資料庫無此字號))工程管字第09500106100號                                                                    有關再釋監造人員是否需全程在場監造疑義乙案，復如說明。...
第七章_組長版.docx                  390   未匹配 (比對不出(資料庫無此字號))工程管字第09500286230號                                                                    有關工程採購標案之大管徑RCP管檢驗問題疑義乙案，復如說明。...
第七章_組長版.docx                  391   匹配成功           工程管字第09500292350號                  工程管字第09500292350號函            精確字號子字串比對           有關公共工程是否採認大陸試驗機構所出具之材料設備檢驗報告疑義乙案，如說明。...
第七章_組長版.docx                  392   未匹配 (比對不出(資料庫無此字號))工程管字第09500314430號                                                                    有關本會94年11月10日工程管字第09400415500號函釋有關「公共工程施...
第七章_組長版.docx                  393   匹配成功           工程管字第09500376750號                  工程管字第09500376750號函            精確字號子字串比對           主旨:為提昇公共工程施工品質及施工安全，避免施工不良及工地災害一再發生，請督促所...
第七章_組長版.docx                  394   未匹配 (比對不出(資料庫無此字號))工程管字第09500408550號                                                                    本會95年8月3日工程管字第09500292350號函說明有關「國際實驗室認證聯...
第七章_組長版.docx                  395   未匹配 (比對不出(資料庫無此字號))工程管字第09500457520號                                                                    主旨:本會95年8月3日工程管字第09500292350號函有關公共工程是否採認...
第七章_組長版.docx                  396   匹配成功           經標一字第09600009660號                  經標1字第09600009660號函            歸一化子字串比對            有關台灣區陶瓷工業同業公會來函就廠商提出89年、90年及92年之試驗報告，是否得...
第七章_組長版.docx                  397   匹配成功           工程管字第09600517130號                  工程管字第09600517130號函            精確字號子字串比對           主旨:請各機關督促監造單位適時檢驗及查驗所屬工程使用之石材產地證明，以確保工程品...
第七章_組長版.docx                  398   匹配成功           工程管字第09700058720號                  工程管字第09700058720號函            精確字號子字串比對           有關貴公司建議材料檢驗改進作法乙案，復如說明。...
第七章_組長版.docx                  399   未匹配 (比對不出(資料庫無此字號))工程管字第09700297210號                                                                    主旨:有關監造單位執行二級品管之材料設備抽驗疑義乙案，復如說明。...
第七章_組長版.docx                  400   未匹配 (比對不出(資料庫無此字號))工程管字第09700385770號                                                                    主旨:有關公告金額以上公共工程之材料設備，屬正字標記產品者之檢驗或抽驗疑義乙案，...
第七章_組長版.docx                  401   未匹配 (比對不出(資料庫無此字號))工程管字第09700471020號                                                                    主旨:有關材料抽驗或檢驗之試驗報告，是否需由承攬廠商之品管人員先行初判，再由監造...
第七章_組長版.docx                  402   匹配成功           工程企字第09800216500號                  工程企字第09800216500號函            精確字號子字串比對           檢送法務部調查局中部地區機動工作組「國道新建工程局採購模組型伸縮縫管控流程缺失、...
第七章_組長版.docx                  403   未匹配 (比對不出(資料庫無此字號))工程管字第09800480600號                                                                    本會預定自民國100年1月1日起，分兩年於公共工程逐步擴大採用與國際相互承認之材...
第七章_組長版.docx                  404   未匹配 (比對不出(資料庫無此字號))工程管字第09800570270號                                                                    主旨：各機關辦理工程標案如採用「加勁格網」之設計，應避免誤用盟鑫工業股份有限公司...
第七章_組長版.docx                  405   未匹配 (比對不出(資料庫無此字號))工程管字第09900022420號                                                                    主旨：機關辦理工程採購，請要求監造單位或施工廠商於材料送驗或會驗填寫相關表單時，...
第七章_組長版.docx                  406   未匹配 (比對不出(資料庫無此字號))工程管字第09900237130號                                                                    有關本會訂頒之「公共工程施工品質管理作業要點」第12點規定之執行疑義，詳如說明。...
第七章_組長版.docx                  407   匹配成功           工程企字第09900240240號                  工程企字第09900240240號函            精確字號子字串比對           依本會97年1月8日工程管字第09700011700號函修正「公有建築物施工階段...
第七章_組長版.docx                  408   匹配成功           工程企字第09900360570號                  工程企字第09900360570號函            精確字號子字串比對           近日媒體廣泛報導部分機關辦理道路工程，發生得標廠商偷工減料及材料檢驗室出具不實報...
第七章_組長版.docx                  409   匹配成功           工程企字第10100228680號                  工程企字第10100228680號函            精確字號子字串比對           據壹周刊2012年6月14日刊載，有大陸海砂轉賣各大預拌混凝土廠，並可能使用於公...
第七章_組長版.docx                  410   匹配成功           工程企字第10100240490號                  工程企字第10100240490號函            精確字號子字串比對           茲補充本會101年6月20日工程企字第10100228680號函所稱「海砂」，係...
第七章_組長版.docx                  411   未匹配 (比對不出(資料庫無此字號))工程管字第10500010060號                                                                    主旨:有關「機關發包之公共工程，混凝土抗壓強度之鑽心採樣位置，可否於鑽心採樣前告...
第七章_組長版.docx                  412   未匹配 (比對不出(資料庫無此字號))工程管字第10700043300號                                                                    主旨:各機關對於所管或興建中之公共工程遭受地震後，應即採行適當之檢查、檢測及因應...
第七章_組長版.docx                  413   匹配成功           工程管字第1070054099號                   工程管字第1070054099號函             精確字號子字串比對           為強化公共工程工地施工品質與職業安全衛生機制，檢討並落實各工項廠商自主檢查查驗點...
第七章_組長版.docx                  414   未匹配 (比對不出(資料庫無此字號))工程管字第1090014309號                                                                     有關貴公司函詢公共工程品管人員及現場人員之執行業務問題，復如說明，請查照。...
第七章_組長版.docx                  416   匹配成功           (89)工程企字第89009730號                 (89)工程企字第89009730號函           精確字號子字串比對           依據氣象法第二十二條規定，「全國氣象、地震、火山、海嘯、波浪等現項之預報或警報，...
第七章_組長版.docx                  417   匹配成功           (90)工程企字第90023269號                 (90)工程企字第90023269號函           精確字號子字串比對           有關法定工時縮短衍生增加成本及延長工期問題， 貴局函詢如何辦理承商所檢據具體事實...
第七章_組長版.docx                  418   未匹配 (比對不出(資料庫無此字號))工程管字第09600357650號                                                                    主旨:有關公共工程處於停工狀態，可否向機關申請將該工程品管人員暫時解除登錄乙案，...
第七章_組長版.docx                  419   匹配成功           工程企字第09800303490號                  工程企字第09800303490號函            精確字號子字串比對           機關辦理工程採購，因不可歸責於廠商原因，機關通知廠商停工，致施工期程延後，依契約...
第七章_組長版.docx                  420   匹配成功           工程企字第09900082990號                  工程企字第09900082990號函            精確字號子字串比對           頃據 貴會反映近十年來公營事業之勞工安全衛生管理執行情形不如民間高科技業，是否與...
第七章_組長版.docx                  422   匹配成功           局給字第0940006183號                    局給字第0940006183號函              精確字號子字串比對           有關辦理工程採購業務人員，得否認定為「地方各級行政機關工程獎金支給原則」第2點所...
第七章_組長版.docx                  423   匹配成功           工程企字第10400148410號                  工程企字第10400148410號函            精確字號子字串比對           請督導所屬工程主辦機關辦理公共工程，應合理規劃工期及落實施工安全防護設施，如有趕...
第七章_組長版.docx                  425   匹配成功           (90)工程企字第90007332號                 (90)工程企字第90007332號函           精確字號子字串比對           依政府採購法施行細則第一百零七條規定：「本法第98條所稱國內員工總人數，以身心障...
第七章_組長版.docx                  426   匹配成功           (90)工程企字第90044255號                 (90)工程企字第90044255號令           精確字號子字串比對           「原住民族工作權保障法」業經90年10月31日總統華總一義字第900021396...
第七章_組長版.docx                  427   匹配成功           (91)工程企字第91011483號                 (91)工程企字第91011483號令           精確字號子字串比對           訂定政府採購法第98條廠商僱用身心障礙者及原住民人數計算方式如附表。...
第七章_組長版.docx                  428   匹配成功           (91)原民衛字第9114192號                  台〈91〉原民衛字第9114192號函           純數字模糊比對             本會原住民族綜合發展基金之就業基金專戶更名為「原住民族就業基金專戶」，帳號為「台...
第七章_組長版.docx                  429   匹配成功           (91)原民衛字第9114250號                  台〈91〉原民衛字第9114250號函           純數字模糊比對             有關國立中正大學因執行政府採購法第98條規定須僱用原住民乙節有實務困難，建議給予...
第七章_組長版.docx                  430   匹配成功           工程企字第09200050440號                  工程企字第09200050440號函            精確字號子字串比對           有關政府採購法第98條規定應僱用身心障礙者、原住民及其繳納代金之查核事項，自即日...
第七章_組長版.docx                  431   匹配成功           工程企字第09200063190號                  工程企字第09200063190號函            精確字號子字串比對           貴署函詢政府採購法第98條規定僱用身心障礙者、原住民及其繳納代金由目的事業主管機...
第七章_組長版.docx                  432   匹配成功           原民衛字第09200130742號                  原民衛字第09200130742號函            精確字號子字串比對           本會自92年4月21日起委託臺灣銀行收繳原住民僱用代金並摯發收據。旨揭事項已在行...
第七章_組長版.docx                  433   匹配成功           工程企字第09200416480號                  工程企字第09200416480號函            精確字號子字串比對           有關政府採購法第98條規定應僱用身心障礙者、原住民及其繳納代金之查核事項，請依說...
第七章_組長版.docx                  434   匹配成功           原民衛字第0930007535號                   原民衛字第0930007535號函             精確字號子字串比對           有關 貴公司將溢繳之原住民就業代金逕行抵繳其他月份應繳之原住民就業代金案，復如說...
第七章_組長版.docx                  435   匹配成功           原民衛字第0940010660號                   原民衛字第0940010660號函             精確字號子字串比對           檢送本會94年3月11日召開研商「協助廠商(企業)解決繳納原住民就業代金相關問題...
第七章_組長版.docx                  437   匹配成功           (88)工程企字第8809771號                  (88)工程企字第8809771號函            精確字號子字串比對           關於「尾塹橋改建工程」之得標廠商及連帶保證廠商因無法繼續施作遭解除契約，得否依「...
第七章_組長版.docx                  438   匹配成功           營署建管字第0950066324號                  營署建管字第0950066324號函            精確字號子字串比對           有關貴校新建風雨球場工程監造建築師○○○因他案遭法院收押致終止契約後權利義務行使...
第七章_組長版.docx                  439   匹配成功           工程企字第09600030330號                  工程企字第09600030330號函            精確字號子字串比對           關於○○○土木技師事務所承攬 貴所工程設計監造案，復如說明。...
第七章_組長版.docx                  440   匹配成功           法律字第0970018449號                    法律字第0970018449號函              精確字號子字串比對           關於貴校函詢公共工程經招標機關認定有可歸責於承商之事由致終止工程合約，依約提起民...
第七章_組長版.docx                  441   匹配成功           工程企字第09800395040號                  工程企字第09800395040號函            精確字號子字串比對           關於依約終止契約之原廠商，未經機關依政府採購法第102條規定刊登政府採購公報前，...
第七章_組長版.docx                  442   匹配成功           工程企字第10300032430號                  工程企字第10300032430號函            精確字號子字串比對           經濟部工業局辦理「彰化社頭織襪產業園區污水處理廠兼服務中心大樓新建工程及停車場設...
第七章_組長版.docx                  443   匹配成功           工程企字第09600214700號函                 工程企字第09600214700號函            精確字號子字串比對           貴局辦理「102年度消防衣裝備乙批財物採購案」，因可歸責廠商之事由致解除契約，是...
第七章_組長版.docx                  447   匹配成功           工程企字第10300181030號                  工程企字第10300181030號函            精確字號子字串比對           行政院公共工程委員會函103年7月8日工程企字第10300181030號...
第七章_組長版.docx                  449   匹配成功           勞職業字第0910204904號                   勞職業字第0910204904號函             精確字號子字串比對           為落實九二一震災重建暫行條例第二十五條第二項規定，各機關辦理重建工程採購案件，均...
第七章_組長版.docx                  450   匹配成功           經授中字第09330000570號                  經授中字第09330000570號函            精確字號子字串比對           有關設置「工地型預拌混凝土廠」是否應依「工廠管理輔導法」規定辦理工廠登記一案，復...
第七章_組長版.docx                  451   匹配成功           工程企字第09500069150號                  工程企字第09500069150號函            精確字號子字串比對           機關委託辦理技術服務，其有規劃、設計錯誤或監造不當情事，如屬承辦技師或建築師之責...
第七章_組長版.docx                  452   匹配成功           工程企字第09500320410號                  工程企字第09500320410號函            精確字號子字串比對           檢送「公共工程規劃設計成果審查作業建議事項表」。...
第七章_組長版.docx                  455   匹配成功           環署空字第0950080201號                   環署空字第0950080201號函             精確字號子字串比對           貴轄台灣電力股份有限公司北部施工處函詢該公司應否徵收營建工程空氣污染防制費疑義案...
第七章_組長版.docx                  456   匹配成功           工程企字第09500403430號                  工程企字第09500403430號函            精確字號子字串比對           關於廠商人員辦理「採購人員倫理準則」(以下簡稱本準則)第2條第2項規定事項時，於...
第七章_組長版.docx                  457   匹配成功           台內中營字第0960019321號                  台內中營字第0960019321號函            精確字號子字串比對           有關專任工程人員相關疑義一案。...
第七章_組長版.docx                  458   匹配成功           工程企字第09600148720號                  工程企字第09600148720號函            精確字號子字串比對           補充說明本會95年2月27日工程企字第09500069150號函之目的及執行上應...
第七章_組長版.docx                  459   匹配成功           工程企字第09600354380號                  工程企字第09600354380號函            精確字號子字串比對           請就 貴機關刻正由廠商履約中之工程及勞務採購契約，依勞動法規向得標廠商查察及宣導...
第七章_組長版.docx                  460   匹配成功           工程企字第09600361850號                  工程企字第09600361850號函            精確字號子字串比對           重申機關訂定委託技術服務契約應確實依政府採購法第63條第2項規定辦理，並落實設計...
第七章_組長版.docx                  461   匹配成功           營署建管字第0960053444號                  營署建管字第0960053444號函            精確字號子字串比對           有關貴公所辦理「921震災都市更新重建工程－東勢鎮東安里本街多目標立體停車場新建...
第七章_組長版.docx                  462   匹配成功           工程企字第09700041660號                  工程企字第09700041660號函            精確字號子字串比對           機關辦理涉及大陸地區財物或勞務之採購，如允許得標廠商派遣大陸地區人民來臺提供售後...
第七章_組長版.docx                  463   未匹配 (比對不出(資料庫無此字號))工程管字第09800401050號                                                                    有關營造業承攬依營造業法規定不須設置工地主任之公共工程，其公共工程告示牌所列工地...
第七章_組長版.docx                  464   未匹配 (比對不出(資料庫無此字號))工程技字第09800526520號                                                                    一、核釋技師法第16條規定「技師執行業務所製作之圖樣及書表，應由技師本人簽署並加...
第七章_組長版.docx                  465   匹配成功           內授營中字第0990800302號                  內授營中字第0990800302號函            精確字號子字串比對           為榮民工程股份有限公司辦理民營化後，擬將其承攬之已施工未完成之工程，委由榮工工程...
