=========================================================================
                       第三章 解釋函令比對比對紀錄檔                     
=========================================================================

統計摘要：
  - 組長版：已匹配 770 筆，未匹配 77 筆
  - 新增版：已匹配 61 筆，未匹配 2 筆
  - 合計比對成功：831 筆，合計未匹配：79 筆

比對詳細清單：
來源文件                     段落    比對結果           提取/輸入字號                            資料庫發文字號                       比對方法                預覽內容
第三章_組長版.docx             531   匹配成功           陸經字第0980022105號                    陸經字第0980022105號函              精確字號子字串比對           關於交通部觀光局函詢有關我公務單位赴大陸地區辦理觀光宣傳推廣業務，向大陸廠商辦理...
第三章_組長版.docx             532   匹配成功           工程企字第09800558570號                  工程企字第09800558570號函            精確字號子字串比對           關於「機關辦理涉及大陸地區財物或勞務採購之處理原則」停止適用後，工程採購得否禁止...
第三章_組長版.docx             533   匹配成功           工程企字第09900101270號                  工程企字第09900101270號函            精確字號子字串比對           機關辦理採購，限制大陸地區廠商、產品及勞務參與之適法性，詳如說明。 一、依據99...
第三章_組長版.docx             534   匹配成功           工程企字第10100114530號                  工程企字第10100114530號函            精確字號子字串比對           關於行政院大陸委員會98年7月15日陸經字第0980014473號函停止適用後之...
第三章_組長版.docx             535   匹配成功           工程企字第10100346580號                  工程企字第10100346580號函            精確字號子字串比對           修正本會101年4月18日工程企字第10100114530號函。 一、查「臺灣地...
第三章_組長版.docx             536   匹配成功           工程企字第10400082160號                  工程企字第10400082160號函            精確字號子字串比對           有關本會104年1月27日工程企字第10400024610號令及同日工程企字第1...
第三章_組長版.docx             537   匹配成功           貿服字第1050000823號                    貿服字第1050000823號函              精確字號子字串比對           有關貴公司函詢以中國大陸製造之半成品組件，進口後再經組裝之產品可否視為臺灣製造一...
第三章_組長版.docx             538   匹配成功           工程企字第10600398780號                  工程企字第10600398780號令            精確字號子字串比對           機關辦理影響國家安全之採購，於招標文件載明不允許在臺陸資廠商參與，屬「投標廠商資...
第三章_組長版.docx             539   匹配成功           工程企字第10600398783號                  工程企字第10600398783號函            精確字號子字串比對           投標廠商資格與特殊或巨額採購認定標準(下稱認定標準)第4條第1項第6款規定之解釋...
第三章_組長版.docx             540   匹配成功           工程企字第1070050131號                   工程企字第1070050131號函             精確字號子字串比對           機關辦理資訊、電訊或通訊設備有關採購，相關注意事項如說明，請查照並轉知所屬機關。...
第三章_組長版.docx             542   匹配成功           (88)工程企字第8810032號                  (88)工程企字第8810032號函            精確字號子字串比對           機關辦理採購，如非依法律而有「限定地區性廠商始具投標資格」之情形者，違反政府採購...
第三章_組長版.docx             543   匹配成功           (88)工程企字第8810828號                  (88)工程企字第8810828號函            精確字號子字串比對           台北縣工業會開具之「投標比價證明書」是否視為廠商資格之有效證明文件乙節，查政府採...
第三章_組長版.docx             544   匹配成功           (88)工程企字第8812327號                  (88)工程企字第8812327號函            精確字號子字串比對           政府機關所屬具營利性質之公共造產，係地方自治團體利用當地特有資源從事造產增裕地方...
第三章_組長版.docx             545   匹配成功           (88)工程企字第8811168號                  (88)工程企字第8811168號函            精確字號子字串比對           若一採購標案規定外國廠商不得參與，則經認許之外國公司在台分公司或子公司可否投標﹖...
第三章_組長版.docx             546   匹配成功           (88)工程企字第8812123號                  (88)工程企字第8812123號函            精確字號子字串比對           請釋「機關委託技術服務廠商評選及計費辦法」附表一及附表二技術服務建造費用百分比法...
第三章_組長版.docx             547   匹配成功           (89)工程企字第89006709號                 (89)工程企字第89006709號函           精確字號子字串比對           行政院農業委員會林務局農林航空測量所擬參與內政部「88年下半年及89年度台灣地區...
第三章_組長版.docx             548   匹配成功           (88)工程企字第8813453號                  (88)工程企字第8813453號函            精確字號子字串比對           關於機關於招標文件中規定投標廠商須提出「原廠維修保證書」，是否違反政府採購法第三...
第三章_組長版.docx             549   匹配成功           (88)工程企字第8812151號                  (88)工程企字第8812151號函            精確字號子字串比對           行政院國軍退除役官兵輔導委員會「各級榮民醫院辦理建築物及環境清潔維護招標作業規定...
第三章_組長版.docx             550   匹配成功           (88)工程企字第8814669號                  (88)工程企字第8814669號函            精確字號子字串比對           國內廠商供應非條約協定國廠商之財物，依外國廠商參與非條約協定採購處理辦法第四條第...
第三章_組長版.docx             551   匹配成功           (88)工程企字第8815716號                  (88)工程企字第8815716號函            精確字號子字串比對           政府採購法規定之勞務採購，係規範機關與廠商因招標採購所生之委任或僱傭等關係。自然...
第三章_組長版.docx             552   匹配成功           (89)工程企字第89003379號                 (89)工程企字第89003379號函           精確字號子字串比對           各機關於辦理公有建築物之設計監造時，請確實依建築法第十三條規定辦理。 依建築法第...
第三章_組長版.docx             553   匹配成功           (89)工程企字第89008764號                 (89)工程企字第89008764號函           精確字號子字串比對           有關公司撤銷登記後，是否可以退還保固金及如何辦理乙案，如該公司係依公司法解散，且...
第三章_組長版.docx             554   匹配成功           (89)工程企字第89015388號                 (89)工程企字第89015388號函           精確字號子字串比對           台北市大地工程技師公會對 貴局辦理之「台北市保護區二十四處危險聚落體檢規劃設計(...
第三章_組長版.docx             555   匹配成功           (89)工程企字第89017525號                 (89)工程企字第89017525號函           精確字號子字串比對           貴局函詢廠商【某營造有限公司】負責人因故失蹤【業向警局備案】，惟未逾宣告死亡期限...
第三章_組長版.docx             556   匹配成功           (89)工程企字第89026091號                 (89)工程企字第89026091號函           精確字號子字串比對           有關外國公司適用政府採購法第三十九條第三項之情形，比照公司法有關關係企業之規定予...
第三章_組長版.docx             557   匹配成功           (89)工程企字第89030494號                 (89)工程企字第89030494號函           精確字號子字串比對           有關 貴會(台北市土木技師公會)是否可承辦臺北市興隆路二段○○巷「○○山莊」及台...
第三章_組長版.docx             558   匹配成功           (90)工程企字第90000371號                 (90)工程企字第90000371號函           精確字號子字串比對           各機關辦理有關景觀專業技術服務之勞務採購案件，於訂定廠商資格，應不得不當限制競爭...
第三章_組長版.docx             559   匹配成功           (90)工程企字第90015986號                 (90)工程企字第90015986號函           精確字號子字串比對           有關政府機關辦理土地徵收或重劃之地上物查估業務招標，是否適用技術顧問機構管理辦法...
第三章_組長版.docx             560   匹配成功           (90)工程企字第90022796號                 (90)工程企字第90022796號函           精確字號子字串比對           依內政部所訂景觀專業技術服務之業務範疇如說明，供辦理有關該類勞務採購案件，於訂定...
第三章_組長版.docx             561   匹配成功           90營署建管字第063160號                    90營署建管字第063160號函              精確字號子字串比對           有關所詢行政院國軍退除役官兵輔導委員會台北榮民技術勞務中心是否具投標公共工程資格...
第三章_組長版.docx             562   匹配成功           (91)工程企字第91004196號                 (91)工程企字第91004196號函           精確字號子字串比對           檢送91年1月14日「研商污水處理工程委託規劃、設計、監造技術服務之投標廠商資格...
第三章_組長版.docx             563   匹配成功           (90)工程企字第90051962號                 (90)工程企字第90051962號函           精確字號子字串比對           有關各機關辦理委託監造或工程採購如何規定監造廠商及承商人員資格乙案，請參照說明二...
第三章_組長版.docx             564   匹配成功           工程企字第09100305250號                  工程企字第09100305250號函            精確字號子字串比對           檢送台灣區電氣工程工業同業公會91年7月17日電程會總字第1023號函影本乙份供...
第三章_組長版.docx             565   匹配成功           工程企字第09100395140號                  工程企字第09100395140號函            精確字號子字串比對           關於原住民合作社如何承攬新台幣一百萬元以上之工程，復如說明。 二、 公告金額(新...
第三章_組長版.docx             566   匹配成功           營署建管字第0910045023號                  營署建管字第0910045023號函            精確字號子字串比對           關於貴社依據行政院公共工程委員會91年7月3日工程企字第09100264790號...
第三章_組長版.docx             567   匹配成功           工程企字第09100451120號                  工程企字第09100451120號函            精確字號子字串比對           機關辦理旅遊招標訂定投標廠商資格，應注意「旅行業管理規則」第二條所訂旅行業種類及...
第三章_組長版.docx             568   匹配成功           環署廢字第0910066991號                   環署廢字第0910066991號函             精確字號子字串比對           貴公所函詢為辦理　貴鎮轄內廢棄物處理工程採購之廠商資格疑義案，復如說明。 二、本...
第三章_組長版.docx             569   匹配成功           工程企字第09100443911號                  工程企字第09100443911號函            精確字號子字串比對           有關委託辦理下水道工程之規劃、設計及監造其廠商資格之規定如說明。 查下水道法第十...
第三章_組長版.docx             570   匹配成功           營署建管字第0910073970號                  營署建管字第0910073970號函            精確字號子字串比對           有關行政院原住民委員會辦理「原住民族工作權保障法暨施行細則」分區宣導活動問題處理...
第三章_組長版.docx             571   匹配成功           台內中社字第0910005581號                  台內中社字第0910005581號函            精確字號子字串比對           勞動合作社應依其社名及章程所訂向外承攬業務，建議貴機關於訂定各項勞務採購承攬資格...
第三章_組長版.docx             572   匹配成功           工程企字第09200101230號                  工程企字第09200101230號函            精確字號子字串比對           營造業法施行後，機關辦理營繕工程採購案件有關營造業之廠商資格規定如說明。 二、自...
第三章_組長版.docx             573   匹配成功           工程企字第09200433060號                  工程企字第09200433060號函            精確字號子字串比對           檢送行政院環境保護署92年10月23日環署廢字第0920074650號函示機關辦...
第三章_組長版.docx             574   匹配成功           工程企字第09200506880號                  工程企字第09200506880號函            精確字號子字串比對           重申各機關辦理有關景觀專業技術服務之勞務採購案件，於訂定廠商資格應不得不當限制競...
第三章_組長版.docx             575   匹配成功           台內營字第0930082092號                   台內營字第0930082092號函             精確字號子字串比對           營造業法施行前依營造業管理規則或土木包工業管理辦法設立登記之營造業或土木包工業，...
第三章_組長版.docx             576   匹配成功           台內營字第0930082072號                   台內營字第0930082072號函             精確字號子字串比對           營造業法施行前之營造業、土木包工業應於中華民國93年2月9日前換領綜合營造業或土...
第三章_組長版.docx             577   匹配成功           工程企字第09200495760號                  工程企字第09200495760號函            精確字號子字串比對           修正各科技師執業範圍「大地工程科」執業範圍誤繕部分及相關解釋如說明。 一、查現行...
第三章_組長版.docx             578   匹配成功           工程企字第09300253930號                  工程企字第09300253930號函            精確字號子字串比對           各機關辦理巨額以上工程採購，應注意內政部及行政院勞工委員會93年6月29日會銜令...
第三章_組長版.docx             579   匹配成功           台內營字第0930009469號                   台內營字第0930009469號函             精確字號子字串比對           有關「營造業專業工程特定施工項目應置技術士種類、比率或人數標準表」，是否適用93...
第三章_組長版.docx             580   匹配成功           全國工技顧字第940035號                     全國工技顧字第940035號函               精確字號子字串比對           為符合公證法及其施行細則之規定，請 貴會轉知各工程招標單位，在辦理重大工程邀標時...
第三章_組長版.docx             581   匹配成功           台體(二)字第0940095132號                 台體(2)字第0940095132號函           歸一化模糊比對             所詢有關「學校餐廳廚房員生消費合作社衛生管理辦法」第15條疑義，復如說明。 經查...
第三章_組長版.docx             582   匹配成功           工程企字第09500190700號                  工程企字第09500190700號函            精確字號子字串比對           重申各機關辦理公有建築物之設計競圖時，應確實依建築法第13條規定辦理。 三、查建...
第三章_組長版.docx             583   未匹配 (比對不出(資料庫無此字號))工程企字第09500245400號                                                                    茲訂定機關辦理供公眾使用或6層以上建築物委託設計、監造案之投標廠商資格規定、施工...
第三章_組長版.docx             584   匹配成功           工程技字第09500290090號                  工程技字第09500290090號函            精確字號子字串比對           有關再生瀝青混凝土相關執行疑義，如說明。 一、有關熱拌再生瀝青混凝土廠證明文件檢...
第三章_組長版.docx             585   未匹配 (比對不出(資料庫無此字號))工程企字第09500325040號                                                                    本會 95年7月3日工程企字第09500245400號函諒達，有關該函執行事項補...
第三章_組長版.docx             586   匹配成功           工程企字第09500338530號                  工程企字第09500338530號函            精確字號子字串比對           有關本會 95年8月24日工程企字第09500325040號函之投標廠商資格規定...
第三章_組長版.docx             587   匹配成功           (95)連發字第0124號                      台環保專營(95)連發字第0124號函           精確字號子字串比對           有關『環境保護類工程』公共工程採購案件之廠商資格訂定，建請 貴會行文各公共工程主...
第三章_組長版.docx             588   匹配成功           工程企字第09500450370號                  工程企字第09500450370號函            精確字號子字串比對           機關辦理工程採購之採購標的，如屬營造業法第8條所載專業工程項目者，請依說明辦理。...
第三章_組長版.docx             589   匹配成功           工知字第09501113460號                   工知字第09501113460號函             精確字號子字串比對           有關○○冷氣電機行函詢公家機關冷氣採購案(非工程案)是否受限於冷凍空調業管理條例...
第三章_組長版.docx             590   匹配成功           台內地字第0960129302號                   台內地字第0960129302號函             精確字號子字串比對           國土測繪法公布施行後，機關委託辦理工程規劃、設計、評估等技術服務，如涉及該法測繪...
第三章_組長版.docx             591   匹配成功           環署廢字第0960091098號                   環署廢字第0960091098號函             精確字號子字串比對           台南市廢棄物清除處理商業同業公會96年11月26日函文有關「辦理各路線路肩割草及...
第三章_組長版.docx             592   匹配成功           台內中營字第0970800035號                  台內中營字第0970800035號函            精確字號子字串比對           有關「營造業承攬工程造價限額工程規模範圍申報淨值及一定期間承攬總額認定辦法」第3...
第三章_組長版.docx             593   未匹配 (比對不出(資料庫無此字號))經工字第09704600580號                                                                     冷凍空調業管理條例第三條第一項規定之冷凍空調業，包括製造業、工程業及技術顧問業。...
第三章_組長版.docx             594   未匹配 (比對不出(資料庫無此字號))營署中建字第0970009705號                                                                    有關貴府函詢投標廠商所檢附證明文件-綜合營造業登記證書複查期限過期，是否屬有效證...
第三章_組長版.docx             595   匹配成功           工程企字第09700388720號                  工程企字第09700388720號函            精確字號子字串比對           檢附內政部97年9月18日內授營建管字第0970807523號函影本乙份，所載關...
第三章_組長版.docx             596   匹配成功           工程企字第09700436390號                  工程企字第09700436390號函            精確字號子字串比對           各機關辦理涉及工程技術顧問公司管理條例(以下簡稱本條例)第3條及第4條之工程技術...
第三章_組長版.docx             597   匹配成功           工程企字第09700492780號                  工程企字第09700492780號函            精確字號子字串比對           機關辦理營造業法第8條規定之專業工程項目，請依說明辦理。 一、近來部分機關辦理旨...
第三章_組長版.docx             598   匹配成功           台內中營字第0980801809號                  台內中營字第0980801809號函            精確字號子字串比對           有關「營造業法第11條」規定福建省金門縣、連江縣離島地區毗鄰縣市越區營業執行疑義...
第三章_組長版.docx             599   匹配成功           工程企字第09800138140號                  工程企字第09800138140號函            精確字號子字串比對           機關辦理印刷品、雜誌等與寄送業務有關之採購，民營遞送業者可否參與投標或為分包廠商...
第三章_組長版.docx             600   匹配成功           內授營中字第0980801818號                  內授營中字第0980801818號函            精確字號子字串比對           有關貴府函為營造業法第44條之執行仍有疑義乙案。 二、 查有關貴府函詢營造業法第...
第三章_組長版.docx             601   匹配成功           工程技字第09800109410號                  工程技字第09800109410號函            精確字號子字串比對           有關建築物及其實質環境之測量業務，以及附屬於工程、技術服務事項或其他勞務之測繪業...
第三章_組長版.docx             602   匹配成功           工程企字第09800140720號                  工程企字第09800140720號函            精確字號子字串比對           有關中華民國電器商業同業公會全國聯合會會員廠商得否經營冷氣機買賣(含安裝、保固)...
第三章_組長版.docx             603   匹配成功           工知字第09800291800號                   工知字第09800291800號函             精確字號子字串比對           臺灣銀行採購部函請釋疑冷氣設備相關工程之施工、安裝、測試、維護、保養等事項廠商資...
第三章_組長版.docx             604   匹配成功           台內中營字第0980806333號                  台內中營字第0980806333號函            精確字號子字串比對           有關貴府請釋營造業承攬工程造價之限額是否包含營業稅疑義乙案，復如說明二。 二、按...
第三章_組長版.docx             605   匹配成功           工程企字第09900007550號                  工程企字第09900007550號函            精確字號子字串比對           檢送本會98年12月29日召開「會商監察院糾正嘉義縣溪口鄉公所案後續辦理情形」會...
第三章_組長版.docx             606   匹配成功           工程企字第09900310020號                  工程企字第09900310020號函            精確字號子字串比對           自99年6月4日起，工廠登記制度簡化為「登記不發證」，各機關辦理招標，對於工廠登...
第三章_組長版.docx             607   未匹配 (比對不出(資料庫無此字號))內授消字第0990183655號                                                                     有關中華民國消防設備師(士)協會為維護消防設備師(士)權益及確保公共工程品質，函...
第三章_組長版.docx             608   匹配成功           能電字第09900268640號                   能電字第09900268640號函             精確字號子字串比對           有關「電器承裝業管理規則」第4條第1項第1款規定甲專級承裝業承裝工程範圍中「電業...
第三章_組長版.docx             609   匹配成功           工程企字第10000170180號                  工程企字第10000170180號函            精確字號子字串比對           機關辦理法定度量衡器之製造、修理或輸入有關採購，請依法妥為訂定廠商資格。 一、機...
第三章_組長版.docx             610   匹配成功           能電字第10100181450號                   能電字第10100181450號函             精確字號子字串比對           有關函請釋示路燈增設工程或汰換工程，應否交由電器承裝業辦理一案復如說明。 一、復...
第三章_組長版.docx             611   匹配成功           台內地字第1010298504號                   台內地字第1010298504號函             精確字號子字串比對           重申機關委託辦理單純以測繪業務為標的之案件，應委由已取得「測繪業登記證」之廠商辦...
第三章_組長版.docx             612   匹配成功           工程企字第10200135300號                  工程企字第10200135300號函            精確字號子字串比對           中華民國大地工程技師公會由台灣省、台北市及高雄市大地工程技師公會依法合併組成，有...
第三章_組長版.docx             613   匹配成功           工程技字第10200214050號                  工程技字第10200214050號函            精確字號子字串比對           介紹我國已辦理認證之跨國性工程師資格「亞太工程師」(APEC Engineer)...
第三章_組長版.docx             614   匹配成功           工程企字第10200314530號                  工程企字第10200314530號函            精確字號子字串比對           關於本會95年7月3日工程企字第09500245400號函之補充說明。 一、中華...
第三章_組長版.docx             615   匹配成功           工程企字第10300075310號                  工程企字第10300075310號函            精確字號子字串比對           機關辦理涉及國家安全之採購，請妥為規劃參與投標廠商之資格限制。 一、依據中華民國...
第三章_組長版.docx             616   匹配成功           工程企字第10300161860號                  工程企字第10300161860號函            精確字號子字串比對           重申各機關辦理有關景觀專業技術服務之勞務採購案件，於訂定廠商資格不得不當限制競爭...
第三章_組長版.docx             617   匹配成功           工程企字第10300394080號                  工程企字第10300394080號函            精確字號子字串比對           機關辦理供公眾使用之冷凍空調設備含安裝或維護之採購，其投標廠商資格之訂定，請依經...
第三章_組長版.docx             618   未匹配 (比對不出(資料庫無此字號))工程企字第1030041570號                                                                     檢送經濟部工業局103年11月28日工中字第10305018440號函如附件，請...
第三章_組長版.docx             619   匹配成功           工程企字第10400381190號                  工程企字第10400381190號函            精確字號子字串比對           機關辦理屬營造業法第8條規定之專業工程之招標，其廠商資格之訂定，請依說明辦理。 ...
第三章_組長版.docx             620   匹配成功           法檢字第10504512790號                   法檢字第10504512790號函             精確字號子字串比對           所詢股份有限公司能否以公司名義參與行政機關法律服務標案乙事，復如說明。 一、復台...
第三章_組長版.docx             621   匹配成功           工程企字第10500397120號                  工程企字第10500397120號函            精確字號子字串比對           重申各機關辦理有關景觀專業技術服務之勞務採購案件，於訂定廠商資格不得不當限制競爭...
第三章_組長版.docx             622   匹配成功           交路(一)字第1078700140號                 交路(1)字第1078700140號函           歸一化模糊比對             為鼓勵與協助國內軌道產業發展之配套措施，請配合軌道產業推動會報第1次會議紀錄相關...
第三章_組長版.docx             623   匹配成功           工程企字第1100010367號                   工程企字第1100010367號函             精確字號子字串比對           主旨：機關辦理涉及電信事業採購案，其訂定投標廠商資格應行注意事項，如說明，請查照...
第三章_組長版.docx             624   匹配成功           工程企字第1110026174號                   工程企字第1110026174號函             精確字號子字串比對           主旨：重申本會100年5月27日工程企字第10000170180號函(公開於本會...
第三章_組長版.docx             625   未匹配 (無發文字號)    工程會意見對照表                                                                             主旨：關於貴校(國立陽明交通大學)函詢大專院校校內學術單位參與政府採購相關疑義，...
第三章_組長版.docx             626   匹配成功           工程企字第1110028523號                   工程企字第1110028523號函             精確字號子字串比對           行政院公共工程委員會函111年12月26日工程企字第1110028523號...
第三章_組長版.docx             628   匹配成功           (87)工程企字第8716377號                  (87)工程企字第8716377號函            精確字號子字串比對           關於省立醫療院所委託 貴處標購醫療器材指定三種(含以下)廠牌為規格及不接受非指定...
第三章_組長版.docx             629   匹配成功           (88)工程企字第8808056號                  (88)工程企字第8808056號函            精確字號子字串比對           貴事務所函詢辦理公告金額以上之採購，因無法以精確方式依功能或效益說明招標要求，而...
第三章_組長版.docx             630   匹配成功           (88)工程企字第8807966號                  (88)工程企字第8807966號函            精確字號子字串比對           關於 貴委員所詢中華電信股份有限公司辦理高速公路電子收費系統車上讀卡機技術引進及...
第三章_組長版.docx             631   匹配成功           (88)工程企字第8808326號                  (88)工程企字第8808326號函            精確字號子字串比對           關於 貴公所辦理垃圾衛生場工程，設計圖面註明建議廠商(牌)或大樣圖面詳細繪圖是否...
第三章_組長版.docx             632   匹配成功           (88)工程企字第8808867號                  (88)工程企字第8808867號函            精確字號子字串比對           機關辦理採購，宜由規劃、設計、需求或使用單位訂定採購標的之規格。 行政院公共工程...
第三章_組長版.docx             633   匹配成功           (88)工程企字第8812172號                  (88)工程企字第8812172號函            精確字號子字串比對           有關政府採購法第二十六條規定之執行疑義，復如說明。 二、本法第二十六條第一項所稱...
第三章_組長版.docx             634   匹配成功           (88)工程企字第8811777號                  (88)工程企字第8811777號函            精確字號子字串比對           貴院採購氧化乙烯氣體消毒鍋設備規格擬採列FDA標準乙節，如為美國食品及藥物管理局...
第三章_組長版.docx             635   匹配成功           (88)工程企字第8811886號                  (88)工程企字第8811886號函            精確字號子字串比對           貴庫辦理資訊設備採購，邀請專家學者參與評估相關規格，適用政府採購法第三十四條保密...
第三章_組長版.docx             636   匹配成功           (88)工程企字第8811452號                  (88)工程企字第8811452號函            精確字號子字串比對           未達公告金額之採購，可不適用本法第二十六條第三項關於同等品之規定。 行政院公共工...
第三章_組長版.docx             637   匹配成功           (88)工程企字第8813846號                  (88)工程企字第8813846號函            精確字號子字串比對           「機關採購財物時，指定歐、美、日是否違反政府採購法第二十六條規定」 之疑義。 前...
第三章_組長版.docx             638   匹配成功           (88)工程企字第8813252號                  (88)工程企字第8813252號函            精確字號子字串比對           貴公司函詢台南縣消防局案號T88119-4消防安檢器材招標規格疑慮乙案，本案如屬...
第三章_組長版.docx             639   匹配成功           (88)工程企字第8814260號                  (88)工程企字第8814260號函            精確字號子字串比對           如機關經檢討以正字標記為規格標示符合所需之功能或效益者，得指定使用「正字標記」產...
第三章_組長版.docx             640   匹配成功           (88)工程企字第8812851號                  (88)工程企字第8812851號函            精確字號子字串比對           貴府辦理「馬公第一、第二漁港娛樂漁港工程」招標，其港灣工程中水泥材料規定採用卜特...
第三章_組長版.docx             641   匹配成功           (88)工程企字第8814235號                  (88)工程企字第8814235號函            精確字號子字串比對           本法第二十六條第三項但書之規定，須為機關因無法以精確之方式說明招標要求者，始得於...
第三章_組長版.docx             642   匹配成功           (88)工程企字第8815298號                  (88)工程企字第8815298號函            精確字號子字串比對           未達公告金額之採購，其招標規範得指定擬購標的之廠牌、型號，不適用本法第二十六條第...
第三章_組長版.docx             643   匹配成功           (88)工程企字第8816559號                  (88)工程企字第8816559號函            精確字號子字串比對           聯外道路非屬建築物，其委託對象應為相關之技師事務所、工程技術顧問公司或其他依法令...
第三章_組長版.docx             644   匹配成功           (89)工程企字第89001943號                 (89)工程企字第89001943號函           精確字號子字串比對           有關 貴農會於88年5月26日決標之「果菜市場新建冷藏庫機械工程」，招標文件指定...
第三章_組長版.docx             645   匹配成功           (89)工程企字第89005195號                 (89)工程企字第89005195號函           精確字號子字串比對           教育部辦理88學年度「春暉專案」快速檢驗試劑採購案，招標文件規定試劑須取得合法之...
第三章_組長版.docx             646   匹配成功           (91)工程企字第91004186號                 (91)工程企字第91004186號函           精確字號子字串比對           檢送本會刊印之「如何防止公共工程綁標」手冊。 行政院公共工程委員會函91年1月3...
第三章_組長版.docx             647   匹配成功           工程企字第09200044060號                  工程企字第09200044060號函            精確字號子字串比對           檢送「研商業界要求機關辦理採購應優先以正字標記作為規格標示，排除使用同等品，以推...
第三章_組長版.docx             648   匹配成功           工程企字第09200264320號                  工程企字第09200264320號函            精確字號子字串比對           重申各機關辦理公開招標、選擇性招標及其他不以特定廠商之技術規格為邀標標的之限制性...
第三章_組長版.docx             649   未匹配 (無發文字號)    茲為避免機關辦理採購之技術規範有不當限制競爭情形，本會特請內政部營建署就建築工程之規劃設計階段，臚列各種可能綁標之情形及因應措施如附件「建築工程規劃設計可能綁標行為態樣」，供各機關參考。                                                  茲為避免機關辦理採購之技術規範有不當限制競爭情形，本會特請內政部營建署就建築工程...
第三章_組長版.docx             650   匹配成功           工程企字第09300241261號                  工程企字第09300241261號函            精確字號子字串比對           行政院公共工程委員會函93年6月21日工程企字第09300241261號...
第三章_組長版.docx             651   匹配成功           工程企字第09500426900號                  工程企字第09500426900號函            精確字號子字串比對           有關「正字標記及同等品」之定義與認定標準，請各機關依說明事項辦理。 一、依據本會...
第三章_組長版.docx             652   匹配成功           工程企字第09600437630號                  工程企字第09600437630號函            精確字號子字串比對           關於台灣區陶瓷工業同業公會…建議各級政府單位辦理公共工程及各項採購優先採用「正字...
第三章_組長版.docx             653   匹配成功           工程企字第09600450450號                  工程企字第09600450450號函            精確字號子字串比對           各機關辦理工程採購於使用新技術、新工法、新設備或新材料時，請注意相關法令及保護專...
第三章_組長版.docx             654   匹配成功           工程企字第09700077920號                  工程企字第09700077920號函            精確字號子字串比對           貴校辦理當日往返之「96學年度7年級校外教學活動」，得否指定旅遊地點之疑義，復如...
第三章_組長版.docx             655   匹配成功           智法字第09800095330號                   智法字第09800095330號函             精確字號子字串比對           有關○○有限公司建議將政府採購法第22條第1項第2款及第26條規定之「專利」限縮...
第三章_組長版.docx             656   匹配成功           工程企字第10100364460號                  工程企字第10100364460號函            精確字號子字串比對           茲彙整政府採購法關於工程採購運用創新材料、技術及工法之可行機制。 一、本法第26...
第三章_組長版.docx             657   匹配成功           經標一字第10300103200號                  經標1字第10300103200號函            歸一化模糊比對             有關貴會(台灣區塗料工業同業公會)檢發103年10月21日(星期二)下午2時召開...
第三章_組長版.docx             658   匹配成功           經標一字第10300600210號                  經標1字第10300600210號函            歸一化模糊比對             有關 大部(教育部)函詢「正字標記同等品之認定原則」關於認證機構所認可之檢測實驗...
第三章_組長版.docx             659   未匹配 (無發文字號)    二、本次修正前經函詢內政部營建署意見後，計修正旨揭可能綁標行為態樣之「磁磚工程」、「門窗工程」、「帷幕牆工程」、「天花板工程(明、暗架)」、「石材裝修」「電梯」、「輕隔間工程」、「視聽音響設備」、「衛生消防部分」、「電氣工程」、「空調工程」、「其他」項目之因應措施及附記內容。                                                  檢送修正後之「建築工程規劃設計可能綁標行為態樣」，供各機關參考，請查照並轉知所屬...
第三章_組長版.docx             661   匹配成功           工程企字第10400325510號                  工程企字第10400325510號函            精確字號子字串比對           有關政府採購法第26條「特定來源地」執行疑義，復如說明。 一、復貴公司(金門酒廠...
第三章_組長版.docx             662   匹配成功           工程企字第10700282540號                  工程企字第10700282540號函            精確字號子字串比對           機關辦理家具相關採購案，涉及技術規格之訂定，請依說明事項辦理，請查照並轉知所屬機...
第三章_組長版.docx             663   未匹配 (比對不出(資料庫無此字號))工程企字第10830007220號                                                                    請轉知所屬機關，於採購「行車視野輔助系統」商品時，應採購符合本局檢驗規定之商品，...
第三章_組長版.docx             664   匹配成功           工程企字第1100031455號                   工程企字第1100031455號函             精確字號子字串比對           主旨：有關大院公告金額以上之「111年新聞輿情即時通報服務案」勞務採購標案招標文...
第三章_組長版.docx             665   匹配成功           工程企字第1100102141號                   工程企字第1100102141號函             精確字號子字串比對           主旨：檢送本會110年12月21日召開「研商公共工程技術規格疑有限制競爭態樣事宜...
第三章_組長版.docx             666   匹配成功           工程企字第1110100017號                   工程企字第1110100017號函             精確字號子字串比對           主旨：各機關辦理工程採購，有關技術規格之訂定及審查，請依說明辦理，請查照並轉知所...
第三章_組長版.docx             667   匹配成功           工程企字第1110100028號                   工程企字第1110100028號函             精確字號子字串比對           主旨：為確保國家或資訊安全及採購品質，機關辦理採購，應依政府採購法(下稱採購法)...
第三章_組長版.docx             668   匹配成功           工程企字第1110023701號                   工程企字第1110023701號函             精確字號子字串比對           主旨：機關辦理採購涉及影像監控系統設備技術規格之訂定，請依說明事項辦理，請查照並...
第三章_組長版.docx             670   匹配成功           (88)工程企字第8810334號                  (88)工程企字第8810334號函            精確字號子字串比對           採購案辦理評選成立採購評選委員會，其中外聘專家、學者如確未能自本會公告之「評選委...
第三章_組長版.docx             671   匹配成功           台88處會字第08072號                      台88處會字第08072號函                精確字號子字串比對           監辦人員針對採購負有監督之職責，本案採購委員會或興建委員會之委員辦理之事務，將涉...
